ESQUINA,COLONIA,ALCALDIA,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,geopoint,TIPO DE POSTE,ESTATUS CONECTIVIDAD,INCREMENTO 100 Mbps
NUBLO,FRACC. GRANJAS CABRERA,TLAHUAC,SIN BOTON,CON ALTAVOZ,-99.062735,19.297664,"19.297664,-99.062735",9m,WIFI GRATUITO_ACTIVO,SI
C. GRAL. LUCIO BLANCO,FRANCISCO VILLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.057619,19.338144,"19.338144,-99.057619",9m,WIFI GRATUITO_ACTIVO,SI
GANADEROS,GRANJAS ESMERALDA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.117636,19.350369,"19.350369,-99.117636",9m,WIFI GRATUITO_ACTIVO,SI
C. RIO PAPALOAPAN,VALLE DE SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.075901,19.302015,"19.302015,-99.075901",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 8,GRANJAS SAN ANTONIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.011919,19.331962,"19.331962,-99.011919",9m,WIFI GRATUITO_ACTIVO,SI
AV. JALISCO,GUADALUPE DEL MORAL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.074874,19.369,"19.369,-99.074874",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA SAN F.C. SAN RAFAEL ATLIXCO,GUADALUPE DEL MORAL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.074597,19.366063,"19.366063,-99.074597",9m,WIFI GRATUITO_ACTIVO,SI
CAMINO REAL,CAMPESTRE POTRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.974344,19.326592,"19.326592,-98.974344",9m,WIFI GRATUITO_ACTIVO,SI
C. LIC. BRAULIO MALDONADO,INSURGENTES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.05594,19.330517,"19.330517,-99.05594",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 18,JOSE LOPEZ PORTILLO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.081643,19.308438,"19.308438,-99.081643",9m,WIFI GRATUITO_ACTIVO,SI
C. GENERAL JUAN ENRIQUEZ,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.0442,19.392805,"19.392805,-99.0442",9m,WIFI GRATUITO_ACTIVO,SI
C. GENERAL PABLO GARCIA,JUAN ESCUTIA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.048305,19.393889,"19.393889,-99.048305",9m,WIFI GRATUITO_ACTIVO,SI
C. GENERAL PABLO GARCIA,JUAN ESCUTIA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.052372,19.396346,"19.396346,-99.052372",9m,WIFI GRATUITO_ACTIVO,SI
MIGUEL LIRA Y ORTEGA,JUAN ESCUTIA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.032932,19.389166,"19.389166,-99.032932",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 73,JUSTO SIERRA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.134335,19.361266,"19.361266,-99.134335",9m,WIFI GRATUITO_ACTIVO,SI
FERNANDO MONTES DE OCA,LA HERA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.051202,19.340531,"19.340531,-99.051202",9m,WIFI GRATUITO_ACTIVO,SI
CARRIL,SAN MIGUEL TEOTONGO SECC. RANCHO BAJO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.986652,19.336101,"19.336101,-98.986652",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 23,LEYES DE REFORMA 1a- SECC.,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,-99.070291,19.36076,"19.36076,-99.070291",9m,WIFI GRATUITO_ACTIVO,SI
C. LEONARDO VILCHIS,LAS PEÑAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.050125,19.335525,"19.335525,-99.050125",9m,WIFI GRATUITO_ACTIVO,SI
BATALLA DE PASO DE OVEJAS,LEYES DE REFORMA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.071907,19.376186,"19.376186,-99.071907",9m,WIFI GRATUITO_ACTIVO,SI
VIOLETA,XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.014386,19.342544,"19.342544,-99.014386",9m,WIFI GRATUITO_ACTIVO,SI
11 DE AGOSTO DE 1859,LEYES DE REFORMA 3A SEC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.071557,19.382693,"19.382693,-99.071557",9m,WIFI GRATUITO_ACTIVO,SI
10 DE ABRIL DE 1859,LEYES DE REFORMA 3A SEC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.076715,19.374422,"19.374422,-99.076715",9m,WIFI GRATUITO_ACTIVO,SI
C. 10 DE ABRIL DE 1859,LEYES DE REFORMA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.075793,19.378642,"19.378642,-99.075793",9m,WIFI GRATUITO_ACTIVO,SI
AV. TLAHUAC,LOMAS ESTRELLA 2A SECCION,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.095891,19.321978,"19.321978,-99.095891",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. EFESO Y C. EPIRO,LOMAS ESTRELLA 2DA. SECC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.097213,19.318398,"19.318398,-99.097213",9m,WIFI GRATUITO_ACTIVO,SI
C. BIZANCIO,FRACC. LOMAS ESTRELLA 2DA. SECC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.093795,19.317524,"19.317524,-99.093795",9m,WIFI GRATUITO_ACTIVO,SI
UNION,PUEBLO STA. MARTA ACATITLA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.00836,19.358731,"19.358731,-99.00836",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AVENIDA DE LAS TORRES Y ANILLO PERIFERICO CANAL DE GARAY,LOS ANGELES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.062181,19.343619,"19.343619,-99.062181",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA 5 DE MAYO,FRANCISCO VILLA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.059105,19.340159,"19.340159,-99.059105",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 129,LOS CIPRESES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.107468,19.352789,"19.352789,-99.107468",9m,WIFI GRATUITO_ACTIVO,SI
SASATRAS,MIGUEL DE LA MADRID,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.002361,19.345672,"19.345672,-99.002361",9m,WIFI GRATUITO_ACTIVO,SI
C. CUAUHTEMOC,PUEBLO LOS REYES CULHUACAN,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.1121,19.344607,"19.344607,-99.1121",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA TLALTENCO,MIXCOATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.049265,19.323822,"19.323822,-99.049265",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA JALISCO,PARAJE ZACATEPEC,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,-99.016415,19.351844,"19.351844,-99.016415",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 55,U.HAB. STA. CRUZ MEYEHUALCO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.044845,19.350221,"19.350221,-99.044845",9m,WIFI GRATUITO_ACTIVO,SI
RIO MICHIGAN,VALLE DE SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.078943,19.294657,"19.294657,-99.078943",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA BENITO JUAREZ,FRANCISCO VILLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.062045,19.336778,"19.336778,-99.062045",9m,WIFI GRATUITO_ACTIVO,SI
C. GRAL. PEDRO MARIA ANAYA,PRESIDENTES DE MEXICO,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.060663,19.332829,"19.332829,-99.060663",9m,WIFI GRATUITO_ACTIVO,SI
C. GRAL. FCO. ANDRADE,AMPL. B. SN. MIGUEL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.067726,19.353052,"19.353052,-99.067726",9m,WIFI GRATUITO_ACTIVO,SI
JUAN ALDAMA,PUEBLO SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.068289,19.309943,"19.309943,-99.068289",9m,WIFI GRATUITO_ACTIVO,SI
ZAKANY,PUEBLO SAN LORENZO XICOTENCATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.027331,19.381855,"19.381855,-99.027331",9m,WIFI GRATUITO_ACTIVO,SI
GUADALUPE VICTORIA,PUEBLO STA. CRUZ MEYEHUALCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.044005,19.341103,"19.341103,-99.044005",9m,WIFI GRATUITO_ACTIVO,SI
EJE 7 SUR MUNICIPIO LIBRE,SAN ANDRES TETEPILCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.136311,19.367076,"19.367076,-99.136311",9m,WIFI GRATUITO_ACTIVO,SI
C. NAUTLA,SAN JUAN XALPA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.082561,19.334998,"19.334998,-99.082561",9m,WIFI GRATUITO_ACTIVO,SI
C. IGNACIO ALLENDE,SAN JUANICO NEXTIPAC,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.1175,19.373035,"19.373035,-99.1175",9m,WIFI GRATUITO_ACTIVO,SI
LUIS HIDALGO MONROY,2DA AMP. SAN MIGUEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.070297,19.35221,"19.35221,-99.070297",9m,WIFI GRATUITO_ACTIVO,SI
C. 2 DE ABRIL,SAN MIGUEL TEOTONGO SECC. GUADALUPE,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.984719,19.343213,"19.343213,-98.984719",9m,WIFI GRATUITO_ACTIVO,SI
NOGALES,SAN MIGUEL TEOTONGO (GUADALUPE),IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.982329,19.342888,"19.342888,-98.982329",9m,WIFI GRATUITO_ACTIVO,SI
ROSALES,SAN MIGUEL TEOTONGO SECC. LA CRUZ,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.991936,19.343584,"19.343584,-98.991936",9m,WIFI GRATUITO_ACTIVO,SI
C. MANUEL CAPETILLO,SAN MIGUEL TEOTONGO SECC. LA CRUZ,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-98.987347,19.340972,"19.340972,-98.987347",9m,WIFI GRATUITO_ACTIVO,SI
CDA. 18 DE MARZO,SAN MIGUEL TEOTONGO SECC. LAS TORRES,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-98.990955,19.347687,"19.347687,-98.990955",9m,WIFI GRATUITO_ACTIVO,SI
LAZARO CARDENAS,SAN MIGUEL TEOTONGO SECC. PUENTE,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.986927,19.348518,"19.348518,-98.986927",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 105,SECTOR POPULAR,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.117658,19.367577,"19.367577,-99.117658",9m,WIFI GRATUITO_ACTIVO,SI
SATELITES,LEYES DE REFORMA 2A. SECCION,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.064154,19.37261,"19.37261,-99.064154",9m,WIFI GRATUITO_ACTIVO,SI
C. MANUEL GAMIO,SINATEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.130222,19.360889,"19.360889,-99.130222",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA CENTRAL,TEPALCATES,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.056553,19.396606,"19.396606,-99.056553",9m,WIFI GRATUITO_ACTIVO,SI
CEDRO,CAMP. POTRERO,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,-98.975095,19.329222,"19.329222,-98.975095",9m,WIFI GRATUITO_ACTIVO,SI
C. PABLO MENA,EJERCITO DE ORIENTE SECC. I,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.030024,19.370359,"19.370359,-99.030024",9m,WIFI GRATUITO_ACTIVO,SI
C. GRAL. ANTONIO LEON LOYOLA,U.H.EJERCITO CONSTITUCIONALISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.049303,19.389053,"19.389053,-99.049303",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA IGNACIO ZARAGOZA,U.H. FUENTES DE ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.010113,19.368934,"19.368934,-99.010113",9m,WIFI GRATUITO_ACTIVO,SI
UNION,PUEBLO STA. MARTHA ACATITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.009084,19.355098,"19.355098,-99.009084",9m,WIFI GRATUITO_ACTIVO,SI
CALZADA ERMITA IZTAPALAPA,CACAMA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.107195,19.356088,"19.356088,-99.107195",9m,WIFI GRATUITO_ACTIVO,SI
C. GRAL. ANAYA,BARRIO SAN ANTONIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.077929,19.304219,"19.304219,-99.077929",9m,WIFI GRATUITO_ACTIVO,SI
C. TRIGO,VALLE DEL SUR,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.115082,19.348121,"19.348121,-99.115082",9m,WIFI GRATUITO_ACTIVO,SI
C. LAICA,XALPA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.016004,19.339941,"19.339941,-99.016004",9m,WIFI GRATUITO_ACTIVO,SI
MARGARITAS,XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.017698,19.331284,"19.331284,-99.017698",9m,WIFI GRATUITO_ACTIVO,SI
TEXOCOTE,XALPA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.017661,19.341161,"19.341161,-99.017661",9m,WIFI GRATUITO_ACTIVO,SI
CALZADA I. ZARAGOZA,EL PARAISO,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,-99.030826,19.381864,"19.381864,-99.030826",9m,WIFI GRATUITO_ACTIVO,SI
C. MARCOS LOPEZ JIMENEZ,Z.U. STA. MARTHA ACATITLA NORTE,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.014113,19.380185,"19.380185,-99.014113",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 13,JOSE LUIS LOPEZ PORTILLO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.08283,19.301939,"19.301939,-99.08283",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA EMILIANO ZAPATA,BARRIO SAN ANTONIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.071952,19.305225,"19.305225,-99.071952",9m,WIFI GRATUITO_ACTIVO,SI
PROL. ALLENDE,BARRIO SAN IGNACIO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.097041,19.365781,"19.365781,-99.097041",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA HIDALGO,BARRIO SAN MIGUEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.080715,19.35621,"19.35621,-99.080715",9m,WIFI GRATUITO_ACTIVO,SI
C. FLOR DE AZUCENA,LOMAS DE SN. LORENZO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.065076,19.321268,"19.321268,-99.065076",9m,WIFI GRATUITO_ACTIVO,SI
C. VICENTE GUERRERO,BARRIO SAN MIGUEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.07662,19.354422,"19.354422,-99.07662",9m,WIFI GRATUITO_ACTIVO,SI
CJON. DEL 57,BARRIO SAN PEDRO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.086612,19.362325,"19.362325,-99.086612",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE 2DO. CJON. GRAL ANAYA Y 1ER. GENERAL ANAYA,BARRIO STA. BARBARA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.103615,19.357617,"19.357617,-99.103615",9m,WIFI GRATUITO_ACTIVO,SI
COBOS,BARRIO STA. BARBARA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.103884,19.360924,"19.360924,-99.103884",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA SAN LORENZO,U.H. BELLAVISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.074772,19.331676,"19.331676,-99.074772",9m,WIFI GRATUITO_ACTIVO,SI
SANTA LUCIA,BUENAVISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.028808,19.32783,"19.32783,-99.028808",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. TELECOMUNICACIONES Y C. ENRIQUE CONTEL,U.H. GUELATAO DE JUAREZ I,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.045055,19.384952,"19.384952,-99.045055",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 3,U.H. CABEZA DE JUAREZ III,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.041854,19.381654,"19.381654,-99.041854",9m,WIFI GRATUITO_ACTIVO,SI
C. OTE. 178-A,CACAMA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.125641,19.359654,"19.359654,-99.125641",9m,WIFI GRATUITO_ACTIVO,SI
C. CONSTITUCION,CARLOS HANK GONZALEZ,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.047563,19.331106,"19.331106,-99.047563",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. TECNICOS Y MANUALES Y C. SIRACUSA,LOMAS ESTRELLA 2DA. SECC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.09244,19.312852,"19.312852,-99.09244",9m,WIFI GRATUITO_ACTIVO,SI
NAUTLA ESTRELLA,AMPL. CASA BLANCA 1,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.066614,19.334092,"19.334092,-99.066614",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. COMETA Y ANILLO PERIFERICO,AMPL. CASA BLANCA 1,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.065176,19.333821,"19.333821,-99.065176",9m,WIFI GRATUITO_ACTIVO,SI
PINO,CASA BLANCA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.068117,19.332338,"19.332338,-99.068117",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA ESPAÑA,CERRO DE LA ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.075435,19.324274,"19.324274,-99.075435",9m,WIFI GRATUITO_ACTIVO,SI
MIJAS,CERRO DE LA ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.077759,19.326605,"19.326605,-99.077759",9m,WIFI GRATUITO_ACTIVO,SI
LEBRIJA,GRANJAS ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.083441,19.323764,"19.323764,-99.083441",9m,WIFI GRATUITO_ACTIVO,SI
C. ESCALONA,ESTHER ZUNO DE ECHEVERRIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.076159,19.326334,"19.326334,-99.076159",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. MOLINO DE LA AZUCENA Y C. MOLINO DE GARDENIA,PREDIO EL MOLINO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.069907,19.287331,"19.287331,-99.069907",9m,WIFI GRATUITO_ACTIVO,SI
MOLINO DE MAGNOLIA,RINCONADA DEL MOLINO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.069232,19.287919,"19.287919,-99.069232",9m,WIFI GRATUITO_ACTIVO,SI
PINTANPAN,U.H. PREDIO EL MOLINO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.068586,19.290504,"19.290504,-99.068586",9m,WIFI GRATUITO_ACTIVO,SI
VADA,UNIDAD NUEVA GENERACION,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.072402,19.289807,"19.289807,-99.072402",9m,WIFI GRATUITO_ACTIVO,SI
MIGUEL ANGEL,EL MOLINO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.071183,19.287972,"19.287972,-99.071183",9m,WIFI GRATUITO_ACTIVO,SI
C. ARROYO FRIO,CONSEJO AGRARISTA MEXICANO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.059612,19.322825,"19.322825,-99.059612",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA AVILA CAMACHO,LA ESPERANZA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.080988,19.311673,"19.311673,-99.080988",9m,WIFI GRATUITO_ACTIVO,SI
C. J. MARIA RODRIGUEZ,CONSTITUCION DE 1917,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.062126,19.348743,"19.348743,-99.062126",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE 12 DE JULIO DE 1859 Y 23 DE JULIO DE 1859,LEYES DE REFORMA 3A SEC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.073491,19.383975,"19.383975,-99.073491",9m,WIFI GRATUITO_ACTIVO,SI
C. VILLA CAMPA,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.042963,19.326318,"19.326318,-99.042963",9m,WIFI GRATUITO_ACTIVO,SI
PLAZA DEL RECREO,DR ALFONSO ORTIZ TIRADO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.079026,19.388916,"19.388916,-99.079026",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AVENIDA FUERTE DE LORETO Y AVENIDA CIRCUNVALACION,U.H. EJERCITO DE AGUA PRIETA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.032795,19.366979,"19.366979,-99.032795",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA MORELOS,Z.U.E. AMPL. MARIA AZTAHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.030811,19.348299,"19.348299,-99.030811",9m,WIFI GRATUITO_ACTIVO,SI
C. PINOS,U.H. SOLIDARIDAD,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,-99.00778,19.372901,"19.372901,-99.00778",9m,WIFI GRATUITO_ACTIVO,SI
ELISA ACUÑA Y ROSSETY,Z. U. STA. MARTHA ACATITLA NORTE,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.00858,19.375115,"19.375115,-99.00858",9m,WIFI GRATUITO_ACTIVO,SI
ENCINOS,U. H. SOLIDARIDAD,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.004295,19.374591,"19.374591,-99.004295",9m,WIFI GRATUITO_ACTIVO,SI
ALEJANDRO AURA,U.H. FUENTES DE ZARAGOZA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.007551,19.36906,"19.36906,-99.007551",9m,WIFI GRATUITO_ACTIVO,SI
C. ALEJANDRO AURA,U. H. FUENTES DE ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.009189,19.370145,"19.370145,-99.009189",9m,WIFI GRATUITO_ACTIVO,SI
C. ALHEÑA,EL MANTO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.082445,19.35038,"19.35038,-99.082445",9m,WIFI GRATUITO_ACTIVO,SI
ACELGA,EL MANTO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.081579,19.351284,"19.351284,-99.081579",9m,WIFI GRATUITO_ACTIVO,SI
ACCESO DE ESTACIONAMIENTO,EL PARAISO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.029302,19.37711,"19.37711,-99.029302",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 2,EL PARAISO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.030654,19.376731,"19.376731,-99.030654",9m,WIFI GRATUITO_ACTIVO,SI
C. PORTO ALEGRE,EL RETOÑO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.124537,19.373835,"19.373835,-99.124537",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. SATELITE Y C. COMETA,CASA BLANCA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.068556,19.334417,"19.334417,-99.068556",9m,WIFI GRATUITO_ACTIVO,SI
C. CINEMATOGRAFOS TECNICOS Y MANUALES,FRACC. LOMAS ESTRELLA 2DA. SECC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.08933,19.314348,"19.314348,-99.08933",9m,WIFI GRATUITO_ACTIVO,SI
ESTACIONAMIENTO No. 9,U. H. SAN NICOLAS TOLENTINO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.088044,19.315502,"19.315502,-99.088044",9m,WIFI GRATUITO_ACTIVO,SI
TTE. JOSE ESPINOZA FUENTES,ESCUADRON 201,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.110866,19.365014,"19.365014,-99.110866",9m,WIFI GRATUITO_ACTIVO,SI
C. TTE. FAUSTO VEGA SANTANDER,ESCUADRON 201,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.113385,19.358777,"19.358777,-99.113385",9m,WIFI GRATUITO_ACTIVO,SI
C. CATARROJA,CERRO DE LA ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.075236,19.326181,"19.326181,-99.075236",9m,WIFI GRATUITO_ACTIVO,SI
ZINAPERO,CERRO DE LA ESTRELLA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.080825,19.328971,"19.328971,-99.080825",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AVENIDA SAN LORENZO Y ANILLO PERIFERICO (CANAL DE GARAY),CERRO DE LA ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.073208,19.325847,"19.325847,-99.073208",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA HIDALGO,SAN JUAN XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.082748,19.327488,"19.327488,-99.082748",9m,WIFI GRATUITO_ACTIVO,SI
FRENTE A C. AGUJAS,CERRO DE LA ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.08262,19.319951,"19.319951,-99.08262",9m,WIFI GRATUITO_ACTIVO,SI
AND. UNION,LA PLANTA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.064646,19.293117,"19.293117,-99.064646",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. TELECOMUNICACIONES Y C. CADENA AZUL,CHINAM-PAC DE JUAREZ,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.05288,19.374828,"19.374828,-99.05288",9m,WIFI GRATUITO_ACTIVO,SI
C. SAN FRANCISCO DE ASIS,GRANJAS ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.08783,19.324512,"19.324512,-99.08783",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. SAN PEDRO Y C. F.C. SAN RAFAEL ATLIXCO,UNIDAD HABITACIONAL LA NORMAc,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.077167,19.363712,"19.363712,-99.077167",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA HIDALGO,GUADALUPE DEL MORAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.076694,19.371512,"19.371512,-99.076694",9m,WIFI GRATUITO_ACTIVO,SI
